name,optim,size,time,bandwidth
naive,1,9,0.000466,4500326180.257511
naive,1,9,0.000485,4324024742.268041
naive,1,9,0.000470,4462025531.914894
naive,1,9,0.000468,4481094017.094017
naive,1,9,0.000470,4462025531.914894
naive,1,9,0.000467,4490689507.494646
naive,1,9,0.000475,4415056842.105263
naive,1,9,0.000493,4253858012.170386
naive,1,9,0.000482,4350937759.336100
naive,1,9,0.000469,4471539445.628998
naive,1,9,0.000470,4462025531.914894
naive,1,9,0.000475,4415056842.105263
naive,1,9,0.000476,4405781512.605042
naive,1,9,0.000467,4490689507.494646
naive,1,9,0.000469,4471539445.628998
naive,1,9,0.000478,4387347280.334728
naive,1,9,0.000482,4350937759.336100
naive,1,9,0.000467,4490689507.494646
naive,1,9,0.000482,4350937759.336100
naive,1,9,0.000469,4471539445.628998
naive,1,9,0.000464,4519724137.931034
naive,1,9,0.000470,4462025531.914894
naive,1,9,0.000464,4519724137.931034
naive,1,9,0.000471,4452552016.985138
naive,1,9,0.000474,4424371308.016878
naive,1,9,0.000466,4500326180.257511
naive,1,9,0.000469,4471539445.628998
naive,1,9,0.000484,4332958677.685950
naive,1,9,0.000483,4341929606.625259
naive,1,9,0.000469,4471539445.628998
naive,1,9,0.000495,4236670707.070707
naive,1,9,0.000484,4332958677.685950
naive,1,10,0.002859,2934105631.339629
naive,1,10,0.002875,2917776695.652174
naive,1,10,0.002854,2939245970.567624
naive,1,10,0.003191,2628833594.484488
naive,1,10,0.003181,2637097767.997485
naive,1,10,0.003625,2314098758.620689
naive,1,10,0.003034,2764867501.647990
naive,1,10,0.002855,2938216462.346760
naive,1,10,0.002892,2900625172.890733
naive,1,10,0.002857,2936159607.980399
naive,1,10,0.002851,2942338828.481235
naive,1,10,0.002872,2920824512.534819
naive,1,10,0.002902,2890629910.406616
naive,1,10,0.002876,2916762169.680111
naive,1,10,0.002851,2942338828.481235
naive,1,10,0.002912,2880703296.703297
naive,1,10,0.002858,2935132260.321904
naive,1,10,0.002879,2913722820.423758
naive,1,10,0.002882,2910689798.750867
naive,1,10,0.002893,2899622537.158659
naive,1,10,0.002869,2923878703.380969
naive,1,10,0.002888,2904642659.279778
naive,1,10,0.002955,2838784433.164128
naive,1,10,0.002850,2943371228.070175
naive,1,10,0.002864,2928983240.223464
naive,1,10,0.002867,2925918381.583537
naive,1,10,0.002923,2869862470.065002
naive,1,10,0.002880,2912711111.111111
naive,1,10,0.002906,2886651066.758430
naive,1,10,0.002897,2895618916.120124
naive,1,10,0.003043,2756690108.445613
naive,1,10,0.002886,2906655578.655579
naive,1,10,0.002877,2915748348.974627
naive,1,10,0.002921,2871827456.350565
naive,1,10,0.002875,2917776695.652174
naive,1,10,0.002872,2920824512.534819
naive,1,10,0.002925,2867900170.940171
naive,1,10,0.002868,2924898186.889819
naive,1,10,0.002883,2909680194.242109
naive,1,10,0.002872,2920824512.534819
naive,1,10,0.002872,2920824512.534819
naive,1,10,0.002948,2845525101.763907
naive,1,10,0.002853,2940276200.490712
naive,1,10,0.002898,2894619737.750173
naive,1,10,0.002859,2934105631.339629
naive,1,10,0.002918,2874779986.291981
naive,1,10,0.002872,2920824512.534819
naive,1,10,0.002917,2875765512.512856
naive,1,10,0.002875,2917776695.652174
naive,1,10,0.002878,2914735232.800556
naive,1,11,0.013138,2553998477.698280
naive,1,11,0.013061,2569055355.638925
naive,1,11,0.013257,2531072791.732670
naive,1,11,0.013468,2491419067.419067
naive,1,11,0.013549,2476524614.362684
naive,1,11,0.013436,2497352783.566538
naive,1,11,0.013326,2517967282.005103
naive,1,11,0.013588,2469416544.009420
naive,1,11,0.013368,2510056253.740275
naive,1,11,0.013576,2471599292.869770
naive,1,11,0.013137,2554192890.309812
naive,1,11,0.014390,2331788186.240445
naive,1,11,0.013080,2565323547.400612
naive,1,11,0.013206,2540847493.563531
naive,1,11,0.013485,2488278235.076010
naive,1,11,0.013314,2520236743.277753
naive,1,11,0.013187,2544508379.464624
naive,1,11,0.014142,2372679394.710791
naive,1,11,0.013293,2524218159.933800
naive,1,11,0.013395,2504996789.846958
naive,1,11,0.013211,2539885852.698509
naive,1,11,0.013091,2563167978.000153
naive,1,11,0.013189,2544122526.347714
